model,fold,node_id,true_label,pred_label,prob_pos,confidence,degree,purity
baseline_sage,4,1343,1,0,0.9830716252326965,0.016928374767303467,26,1.0
baseline_sage,4,1247,1,0,0.9830946326255798,0.016905367374420166,24,1.0
baseline_sage,4,4449,1,0,0.9837653040885925,0.01623469591140747,18,1.0
baseline_sage,4,669,1,0,0.9840408563613892,0.01595914363861084,18,1.0
baseline_sage,4,2650,1,0,0.9842061996459961,0.015793800354003906,18,1.0
baseline_sage,4,1925,1,0,0.9845112562179565,0.015488743782043457,22,1.0
baseline_sage,4,6783,1,0,0.9846917986869812,0.015308201313018799,22,1.0
baseline_sage,4,4317,1,0,0.9848409295082092,0.015159070491790771,22,1.0
baseline_sage,4,4199,1,0,0.9850678443908691,0.01493215560913086,28,1.0
baseline_sage,4,3566,1,0,0.9851524829864502,0.014847517013549805,20,1.0
baseline_sage,4,6817,1,0,0.985325276851654,0.014674723148345947,20,1.0
baseline_sage,4,1800,1,0,0.9855918884277344,0.014408111572265625,20,1.0
baseline_sage,4,710,1,0,0.9858472943305969,0.014152705669403076,22,1.0
baseline_sage,4,1941,1,0,0.9859535098075867,0.01404649019241333,22,1.0
baseline_sage,4,2697,1,0,0.9862719774246216,0.013728022575378418,18,1.0
baseline_sage,4,6803,1,0,0.986661970615387,0.013338029384613037,18,1.0
baseline_sage,4,4435,1,0,0.986928403377533,0.013071596622467041,18,1.0
baseline_sage,4,4477,1,0,0.9869818091392517,0.013018190860748291,22,1.0
baseline_sage,4,5462,1,0,0.9870058298110962,0.012994170188903809,18,1.0
baseline_sage,4,1306,1,0,0.9870157241821289,0.012984275817871094,20,1.0
baseline_sage,4,200,1,0,0.9870176911354065,0.012982308864593506,18,1.0
baseline_sage,4,438,1,0,0.9872345328330994,0.012765467166900635,20,1.0
baseline_sage,4,1832,1,0,0.9874001145362854,0.0125998854637146,24,1.0
baseline_sage,4,1794,1,0,0.9874095320701599,0.012590467929840088,20,1.0
baseline_sage,4,6785,1,0,0.9874458312988281,0.012554168701171875,22,1.0
baseline_sage,4,4151,1,0,0.9874821901321411,0.012517809867858887,18,1.0
baseline_sage,4,1242,1,0,0.9874947667121887,0.01250523328781128,24,1.0
baseline_sage,4,684,1,0,0.9874979257583618,0.012502074241638184,18,1.0
baseline_sage,4,6792,1,0,0.9875447750091553,0.012455224990844727,18,1.0
baseline_sage,4,937,1,0,0.9877811670303345,0.012218832969665527,24,1.0
baseline_sage,4,3137,1,0,0.9877811670303345,0.012218832969665527,24,1.0
baseline_sage,4,2539,1,0,0.9878053665161133,0.012194633483886719,18,1.0
baseline_sage,4,4473,1,0,0.9879339933395386,0.012066006660461426,22,1.0
baseline_sage,4,768,1,0,0.9880461692810059,0.01195383071899414,26,1.0
baseline_sage,5,670,1,0,0.16603229939937592,0.8339676856994629,18,1.0
baseline_sage,5,6798,1,0,0.17552469670772552,0.8244752883911133,18,1.0
baseline_sage,5,711,1,0,0.20367120206356049,0.7963287830352783,18,1.0
baseline_sage,5,2674,1,0,0.21273277699947357,0.7872672080993652,20,1.0
baseline_sage,5,637,1,0,0.21908371150493622,0.7809162735939026,20,1.0
baseline_sage,5,2690,1,0,0.23272624611854553,0.7672737836837769,18,1.0
baseline_sage,5,1850,1,0,0.23589371144771576,0.764106273651123,18,1.0
baseline_sage,5,6850,1,0,0.25466302037239075,0.7453370094299316,18,1.0
baseline_sage,5,4819,1,0,0.26195549964904785,0.7380445003509521,18,1.0
baseline_sage,5,4777,1,0,0.2671385109424591,0.7328615188598633,20,1.0
baseline_sage,5,1888,1,0,0.26773324608802795,0.7322667837142944,18,1.0
baseline_sage,5,6774,1,0,0.2789268493652344,0.7210731506347656,22,1.0
baseline_sage,5,6806,1,0,0.2796046733856201,0.7203953266143799,20,1.0
baseline_sage,5,4452,1,0,0.2815406322479248,0.7184593677520752,18,1.0
baseline_sage,5,2529,1,0,0.2830410599708557,0.7169589400291443,20,1.0
baseline_sage,5,1807,1,0,0.2859196066856384,0.7140803933143616,18,1.0
baseline_sage,5,4217,1,0,0.2883056104183197,0.7116943597793579,18,1.0
baseline_sage,5,4220,1,0,0.28847405314445496,0.7115259170532227,18,1.0
baseline_sage,5,6793,1,0,0.29202035069465637,0.707979679107666,20,1.0
baseline_sage,5,5484,1,0,0.29836922883987427,0.7016307711601257,22,1.0
baseline_sage,5,6795,1,0,0.30684661865234375,0.6931533813476562,22,1.0
baseline_sage,5,186,1,0,0.3078238070011139,0.6921762228012085,18,1.0
baseline_sage,5,690,1,0,0.31148603558540344,0.688513994216919,28,1.0
baseline_sage,5,655,1,0,0.314619243144989,0.685380756855011,18,1.0
baseline_sage,5,6772,1,0,0.3156764507293701,0.6843235492706299,20,1.0
baseline_sage,5,4258,1,0,0.32099276781082153,0.6790072321891785,18,1.0
baseline_sage,5,7065,1,0,0.32099631428718567,0.6790037155151367,22,1.0
baseline_sage,5,2498,1,0,0.32289382815361023,0.6771061420440674,18,1.0
baseline_sage,5,1901,1,0,0.32611319422721863,0.673886775970459,18,1.0
baseline_sage,5,3992,0,1,0.3951440155506134,0.3951440155506134,20,1.0
baseline_sage,5,4672,0,1,0.3883243501186371,0.3883243501186371,22,1.0
baseline_sage,5,1077,0,1,0.3720262944698334,0.3720262944698334,20,1.0
baseline_sage,5,5120,0,1,0.35707128047943115,0.35707128047943115,18,1.0
baseline_sage,5,1560,0,1,0.35341352224349976,0.35341352224349976,20,1.0
baseline_sage,5,2235,0,1,0.3462870121002197,0.3462870121002197,18,1.0
baseline_sage,5,3099,0,1,0.3458632230758667,0.3458632230758667,18,1.0
baseline_sage,5,6895,0,1,0.34244588017463684,0.34244588017463684,20,1.0
baseline_sage,5,1601,0,1,0.33694353699684143,0.33694353699684143,20,1.0
baseline_sage,5,4578,0,1,0.3359062969684601,0.3359062969684601,20,1.0
baseline_sage,5,4615,0,1,0.3321138620376587,0.3321138620376587,22,1.0
baseline_sage,5,5412,0,1,0.3311332166194916,0.3311332166194916,18,1.0
baseline_plus_gps_transformer,2,1540,0,1,0.8725066781044006,0.8725066781044006,18,1.0
baseline_plus_gps_transformer,3,4059,0,1,0.8844127655029297,0.8844127655029297,18,1.0
baseline_plus_gps_transformer,3,5160,0,1,0.8840256929397583,0.8840256929397583,20,1.0
baseline_plus_gps_transformer,3,2257,0,1,0.8671925067901611,0.8671925067901611,22,1.0
baseline_plus_gps_transformer,3,3473,0,1,0.8606815934181213,0.8606815934181213,20,1.0
baseline_plus_gps_transformer,3,704,1,0,0.7594348788261414,0.24056512117385864,18,1.0
baseline_plus_gps_transformer,4,2689,1,0,0.10553688555955887,0.8944631218910217,18,1.0
baseline_plus_gps_transformer,5,5855,0,1,0.9722446799278259,0.9722446799278259,18,1.0
baseline_plus_gps_transformer,5,5933,0,1,0.970100998878479,0.970100998878479,18,1.0
